order_id,customer_id,store_id,order_date,order_status,payment_method,total_amount
103,367,72,2025-02-24 20:17:25,Cancelled,Credit Card,1948.06
104,611,43,2025-06-16 08:18:14,Cancelled,Debit Card,4615.34
105,88,77,2026-04-04 22:18:58,Returned,Debit Card,154.78
106,502,35,2026-01-06 19:49:19,Returned,Debit Card,463.78
107,873,20,2026-02-11 17:47:44,Completed,Cash,2622.61
108,921,45,2024-11-13 01:24:08,Cancelled,Debit Card,1525.81
109,618,83,2025-07-15 22:23:05,Completed,Net Banking,4607.3
110,441,2,2026-03-23 01:10:49,Completed,Net Banking,2146.7
111,467,50,2024-07-20 07:52:39,Pending,UPI,2745.95
112,970,93,2026-04-14 02:42:54,Pending,Cash,3200.79
113,972,68,2025-06-28 14:28:00,Pending,Net Banking,2141.99
114,364,5,2025-09-23 07:12:06,Cancelled,Debit Card,1332.84
115,234,41,2025-12-02 15:55:23,Returned,Net Banking,204.15
116,361,91,2026-02-05 20:47:34,Cancelled,Credit Card,1348.85
117,447,7,2025-04-02 11:07:52,Completed,Credit Card,3011.02
118,942,89,2025-07-28 20:12:25,Pending,Net Banking,176.63
119,99,32,2026-03-11 18:59:55,Pending,Debit Card,2924.27
120,307,20,2025-04-16 11:20:31,Cancelled,Net Banking,3276.96
121,883,52,2024-07-09 06:57:15,Pending,Cash,3472.66
122,384,6,2026-03-18 13:47:17,Cancelled,Debit Card,3973.21
123,981,92,2025-02-24 19:36:40,Returned,Credit Card,4391.14
124,445,16,2024-06-12 03:31:53,Completed,UPI,1962.03
125,208,29,2026-01-23 14:54:01,Cancelled,UPI,4566.37
126,858,46,2025-02-28 09:11:22,Completed,UPI,963.15
127,8,86,2026-02-21 17:33:58,Completed,Net Banking,3725.93
128,249,6,2025-05-10 11:38:24,Pending,UPI,1487.27
129,150,38,2026-01-27 03:36:31,Returned,Credit Card,3796.74
130,49,53,2024-12-08 10:56:02,Cancelled,Cash,2265.39
131,192,5,2024-10-01 22:04:39,Cancelled,Net Banking,1538.03
132,206,77,2026-05-08 20:30:26,Returned,Debit Card,634.82
133,184,16,2024-09-11 00:04:41,Cancelled,Credit Card,4768.44
134,545,75,2024-10-06 20:10:00,Cancelled,UPI,3207.98
135,760,31,2024-12-29 06:50:00,Cancelled,UPI,2409.75
136,863,83,2026-03-08 02:50:27,Cancelled,Credit Card,573.24
137,654,92,2025-01-28 22:15:58,Returned,Debit Card,1633.27
138,544,24,2025-10-24 22:22:22,Pending,Cash,2485.56
139,882,65,2025-04-03 03:12:58,Completed,Debit Card,4206.73
140,407,71,2025-12-20 14:02:52,Returned,Credit Card,4657.9
141,861,80,2025-09-11 09:15:30,Cancelled,UPI,1443.19
142,806,84,2024-08-26 05:03:34,Cancelled,UPI,742.3
143,805,68,2024-12-01 03:26:51,Completed,UPI,1985.89
144,947,32,2025-09-28 06:57:42,Pending,Net Banking,2288.42
145,764,35,2026-02-21 04:04:45,Cancelled,Debit Card,2010.08
146,553,68,2025-09-17 12:43:59,Cancelled,Debit Card,651.83
147,380,75,2024-12-05 16:10:41,Returned,UPI,2701.9
148,185,39,2024-09-14 00:13:24,Pending,Net Banking,1089.89
149,57,35,2024-08-07 14:11:56,Completed,Debit Card,4441.25
150,95,24,2025-02-21 20:53:29,Returned,Cash,4789.85
151,859,95,2025-01-11 20:19:40,Pending,UPI,697.29
152,312,45,2025-01-21 16:24:55,Completed,Credit Card,188.16
153,604,54,2025-09-29 06:51:00,Completed,Cash,4465.83
154,166,41,2024-10-16 01:44:38,Completed,Cash,3694.12
155,994,67,2026-04-28 20:25:08,Cancelled,Debit Card,4882.31
156,561,10,2025-08-15 06:39:23,Returned,Debit Card,2056.43
157,76,26,2025-04-25 04:28:08,Completed,Debit Card,1107.14
158,723,86,2024-10-12 16:01:39,Completed,Cash,3546.01
159,83,69,2024-06-18 20:22:32,Cancelled,Net Banking,2730.45
160,712,18,2024-07-29 19:32:54,Cancelled,Credit Card,4817.62
161,797,59,2026-04-23 11:07:20,Completed,Cash,3740.55
162,269,61,2025-01-30 06:37:16,Cancelled,Debit Card,4858.04
163,527,67,2025-03-21 00:44:25,Pending,Cash,4356.88
164,847,51,2025-11-27 21:28:31,Cancelled,Net Banking,3638.8
165,252,69,2024-07-27 07:49:51,Pending,UPI,1834.54
166,319,84,2025-11-04 17:30:11,Cancelled,Cash,4025.97
167,303,13,2025-03-11 06:10:16,Completed,Debit Card,4716.31
168,631,31,2026-05-07 02:03:32,Returned,Cash,3506.84
169,266,35,2024-10-21 10:17:19,Pending,Cash,511.55
170,995,83,2025-07-22 21:21:45,Completed,Cash,1484.74
171,558,50,2025-01-05 00:10:54,Cancelled,Debit Card,3353.39
172,792,40,2025-02-14 05:00:52,Completed,UPI,1210.51
173,650,40,2024-08-05 14:09:46,Cancelled,Debit Card,1028.73
174,996,1,2026-04-05 10:20:44,Completed,Net Banking,3145.61
175,157,61,2024-12-22 02:51:39,Completed,Debit Card,2123.54
176,398,53,2024-12-19 05:31:51,Pending,Net Banking,1383.3
177,361,34,2024-07-21 15:14:06,Pending,Net Banking,1839.57
178,914,57,2026-01-13 19:50:19,Pending,Cash,3661.18
179,109,22,2025-11-08 13:28:42,Cancelled,Cash,2529.6
180,694,90,2024-07-18 18:18:27,Cancelled,Cash,762.23
181,546,29,2025-03-27 06:31:17,Pending,Net Banking,2348.85
182,689,47,2026-05-23 01:39:42,Returned,Credit Card,1912.8
183,268,95,2025-01-30 13:08:01,Cancelled,UPI,911.01
184,976,45,2024-12-05 20:41:35,Returned,Credit Card,1444.76
185,373,64,2025-12-27 22:50:57,Returned,Net Banking,1251.33
186,499,23,2025-08-09 22:07:15,Returned,Net Banking,1749.56
187,136,32,2026-03-30 20:53:28,Returned,Debit Card,2088.42
188,487,84,2025-03-30 22:53:30,Completed,Net Banking,1583.56
189,576,83,2025-12-20 03:41:00,Returned,UPI,2215.83
190,228,75,2025-01-07 07:30:54,Returned,UPI,1974.68
191,252,80,2024-06-04 08:57:26,Cancelled,Cash,3018.46
192,413,48,2024-09-24 06:55:58,Pending,Credit Card,3295.98
193,348,18,2024-08-19 19:29:06,Cancelled,Net Banking,2978.32
194,689,88,2025-02-02 03:26:41,Cancelled,Cash,199.43
195,172,70,2025-03-16 00:44:51,Returned,Net Banking,3782.86
196,376,94,2024-06-14 03:43:46,Returned,Cash,86.66
197,731,46,2024-07-11 12:50:13,Completed,UPI,3076.89
198,391,41,2025-06-07 15:33:33,Pending,Net Banking,705.39
199,572,15,2025-01-15 22:17:19,Returned,Credit Card,2261.38
200,61,10,2024-09-11 15:42:17,Cancelled,Debit Card,4686.51
201,822,99,2024-09-24 13:57:04,Pending,UPI,1624.88
202,552,50,2025-05-27 21:17:44,Completed,Debit Card,2422.39
203,352,61,2024-09-04 08:47:55,Cancelled,Debit Card,1711.14
204,126,4,2026-03-14 05:46:36,Pending,Credit Card,855.53
205,263,63,2025-10-03 17:23:32,Cancelled,Debit Card,3395.22
206,648,78,2025-12-30 14:44:50,Returned,UPI,4711.71
207,38,79,2025-09-13 07:23:33,Cancelled,Credit Card,973.66
208,34,16,2025-08-27 22:51:25,Returned,Debit Card,959.79
209,308,30,2024-10-30 06:59:01,Pending,Cash,2412.94
210,556,45,2025-12-26 04:28:43,Pending,Credit Card,1358.86
211,257,20,2024-06-03 01:01:08,Cancelled,Debit Card,3591.5
212,921,91,2024-09-03 15:40:06,Cancelled,Cash,1471.54
213,902,34,2026-01-29 18:59:25,Completed,Credit Card,736.94
214,861,46,2025-12-05 12:00:58,Cancelled,Net Banking,751.7
215,185,18,2025-03-01 21:18:15,Completed,Cash,2969.91
216,555,60,2025-02-28 09:52:02,Completed,Cash,124.23
217,252,44,2025-12-27 11:28:20,Returned,Cash,804.32
218,500,11,2025-10-13 13:32:27,Pending,Cash,2275.75
219,275,26,2026-03-17 04:37:45,Completed,UPI,4978.6
220,425,30,2024-07-09 09:20:32,Cancelled,Net Banking,1857.76
221,476,88,2025-09-09 15:55:30,Pending,Net Banking,3118.4
222,469,26,2025-07-11 02:06:44,Completed,Credit Card,1646.49
223,905,21,2025-03-21 22:52:27,Cancelled,Debit Card,2869.57
224,359,55,2026-05-19 04:11:09,Completed,Cash,809.52
225,350,56,2024-11-14 18:59:30,Pending,Net Banking,4263.64
226,2,9,2025-09-09 18:11:04,Returned,Credit Card,2881.27
227,234,72,2024-11-09 15:44:20,Cancelled,UPI,2605.96
228,862,28,2024-12-16 01:54:35,Pending,Credit Card,295.06
229,481,11,2024-07-12 23:28:21,Completed,Net Banking,2079.34
230,512,3,2025-09-11 19:07:22,Cancelled,Net Banking,4236.62
231,967,41,2025-07-27 23:15:11,Pending,UPI,988.16
232,388,16,2024-05-30 16:03:36,Completed,Cash,3004.55
233,779,79,2024-06-16 18:54:36,Pending,Net Banking,108.6
234,507,46,2024-10-02 04:35:28,Pending,Credit Card,2688.86
235,976,32,2025-11-21 21:53:28,Completed,UPI,4038.85
236,831,12,2025-07-29 05:37:14,Pending,Debit Card,1495.83
237,27,4,2024-06-13 03:19:54,Completed,Debit Card,3984.62
238,953,73,2024-12-16 23:06:28,Cancelled,Credit Card,4057.66
239,116,24,2025-11-10 20:36:04,Completed,Credit Card,161.91
240,123,12,2025-11-21 04:33:45,Completed,Credit Card,2955.15
241,334,19,2025-02-20 23:19:46,Returned,Debit Card,1593.17
242,5,16,2026-05-18 04:01:09,Returned,UPI,547.03
243,523,80,2026-04-30 04:30:54,Pending,UPI,3699.16
244,114,66,2024-07-13 11:55:54,Cancelled,Credit Card,1440.34
245,960,97,2025-12-09 15:53:51,Returned,Cash,4886.62
246,195,64,2025-11-01 23:53:17,Completed,Debit Card,291.69
247,20,15,2024-12-03 11:41:44,Cancelled,Cash,4233.96
248,166,20,2025-06-06 00:33:26,Cancelled,Net Banking,2920.59
249,114,89,2024-12-31 06:18:18,Pending,Net Banking,691.37
250,754,80,2024-09-24 23:00:57,Pending,Net Banking,2953.93
251,666,61,2024-08-12 11:10:10,Pending,Net Banking,3691.28
252,810,1,2025-03-02 11:03:56,Returned,Net Banking,3209.72
253,474,3,2026-05-19 23:54:01,Returned,UPI,1365.6
254,604,28,2026-03-03 13:56:53,Completed,Net Banking,2128.22
255,729,30,2025-02-15 06:42:21,Pending,Cash,3306.0
256,577,82,2025-05-21 13:59:15,Cancelled,Debit Card,3384.37
257,561,22,2026-02-20 02:24:04,Returned,UPI,1398.9
258,165,2,2025-10-18 05:16:44,Cancelled,Credit Card,4965.35
259,784,19,2024-09-23 04:25:57,Returned,Debit Card,4900.74
260,866,40,2024-10-23 09:17:14,Returned,Debit Card,1317.85
261,23,37,2025-05-12 10:36:06,Cancelled,Debit Card,1649.08
262,427,95,2025-09-10 06:22:56,Completed,Credit Card,2865.56
263,909,26,2026-02-11 23:24:45,Pending,Cash,3396.58
264,9,63,2024-06-05 09:53:59,Completed,Net Banking,2412.71
265,198,86,2024-08-06 06:49:10,Pending,Credit Card,2240.86
266,156,99,2025-09-20 08:58:34,Pending,Debit Card,4411.89
267,448,55,2024-06-08 14:32:19,Pending,Net Banking,171.56
268,881,85,2024-10-26 07:57:25,Pending,Cash,4552.35
269,655,52,2026-05-05 13:02:34,Pending,Debit Card,4069.81
270,801,36,2026-05-23 04:10:46,Completed,Credit Card,4724.21
271,1000,24,2025-12-24 06:05:29,Returned,Net Banking,1166.45
272,358,52,2024-12-25 19:36:23,Pending,Credit Card,640.86
273,330,49,2025-11-12 08:22:56,Cancelled,Cash,1568.81
274,85,64,2025-09-25 01:47:31,Cancelled,Debit Card,643.72
275,611,87,2025-11-03 06:44:33,Cancelled,Credit Card,3142.52
276,924,43,2025-10-22 14:57:26,Pending,Debit Card,4336.87
277,31,63,2024-06-20 22:40:18,Completed,Net Banking,3383.26
278,491,92,2024-07-05 02:16:45,Cancelled,Credit Card,350.84
279,510,57,2026-03-29 14:59:30,Cancelled,Cash,4841.59
280,850,86,2024-06-19 20:44:05,Returned,Net Banking,3951.22
281,986,3,2024-12-08 02:25:47,Pending,Credit Card,2785.94
282,712,86,2025-03-29 03:14:42,Pending,Debit Card,3360.29
283,936,90,2025-01-27 02:40:19,Pending,Credit Card,560.12
284,674,5,2024-12-18 19:15:08,Completed,Cash,466.62
285,450,67,2025-10-04 22:52:47,Returned,Cash,3709.81
286,809,83,2025-05-06 14:08:24,Returned,Cash,3614.7
287,969,61,2026-04-28 14:45:30,Cancelled,UPI,43.43
288,540,95,2025-10-01 22:09:50,Cancelled,Credit Card,192.62
289,62,33,2025-01-01 12:20:10,Pending,Cash,2159.26
290,279,47,2025-03-27 22:23:07,Cancelled,Cash,126.01
291,596,27,2026-02-03 02:03:55,Returned,Credit Card,3072.9
292,540,93,2025-05-01 07:18:56,Pending,UPI,4079.68
293,978,15,2026-01-27 18:03:31,Completed,Cash,457.2
294,478,81,2024-06-04 01:55:33,Cancelled,Credit Card,632.69
295,417,42,2024-10-14 00:14:47,Pending,Credit Card,4621.02
296,683,6,2025-04-03 17:51:23,Completed,Credit Card,3541.73
297,353,50,2026-03-07 14:42:37,Completed,UPI,1761.46
298,343,78,2025-06-29 03:33:09,Pending,Cash,659.94
299,869,15,2025-10-01 00:37:23,Returned,Debit Card,4296.63
300,958,39,2024-10-30 15:26:06,Cancelled,Debit Card,3090.21
301,430,32,2024-11-15 21:14:02,Completed,Net Banking,2512.06
302,332,89,2025-03-28 04:15:01,Completed,UPI,2365.59
303,31,50,2025-03-19 12:48:09,Pending,UPI,783.91
304,161,7,2024-10-16 12:40:50,Pending,Net Banking,3842.95
305,370,17,2025-01-11 04:00:58,Returned,Credit Card,4347.13
306,244,34,2025-02-24 16:20:34,Completed,Debit Card,3785.57
307,164,70,2024-07-29 06:48:14,Returned,UPI,766.0
308,90,73,2024-07-05 12:50:18,Cancelled,Net Banking,4670.11
309,774,78,2024-12-04 21:37:49,Pending,Net Banking,4442.77
310,368,1,2024-09-30 17:33:48,Completed,Cash,4726.03
311,322,21,2025-07-30 05:27:45,Returned,UPI,3800.79
312,20,11,2024-11-29 02:53:52,Completed,Net Banking,1419.49
313,722,41,2025-08-12 15:05:40,Pending,Cash,4249.17
314,328,2,2024-11-03 08:09:38,Pending,Cash,4719.38
315,597,30,2025-02-07 06:27:34,Pending,Credit Card,4475.14
316,44,84,2026-02-24 12:40:26,Pending,Net Banking,297.52
317,918,11,2025-06-14 13:54:08,Cancelled,Cash,2762.03
318,654,8,2024-07-20 04:39:59,Returned,Credit Card,739.22
319,756,99,2025-04-28 11:52:39,Completed,UPI,3426.53
320,864,8,2025-08-27 15:04:54,Completed,Debit Card,4193.49
321,295,61,2024-10-05 11:54:19,Pending,Debit Card,517.97
322,501,46,2025-03-11 19:01:37,Pending,Net Banking,1509.25
323,553,50,2025-06-12 12:34:47,Returned,Cash,1250.54
324,638,73,2025-06-19 22:39:26,Completed,UPI,2637.1
325,633,64,2024-08-17 08:41:12,Cancelled,Net Banking,532.68
326,820,25,2024-07-17 17:51:43,Cancelled,Debit Card,2353.09
327,7,89,2025-09-28 03:06:19,Completed,Cash,2233.8
328,804,80,2024-12-28 14:06:01,Cancelled,Credit Card,2420.98
329,943,39,2025-06-27 21:03:16,Returned,UPI,636.76
330,209,38,2026-03-27 14:25:16,Returned,Net Banking,2179.41
331,802,91,2025-04-01 12:44:00,Pending,UPI,2622.91
332,985,55,2025-02-11 01:41:16,Cancelled,UPI,3238.72
333,450,7,2025-03-13 16:11:39,Completed,Cash,480.71
334,446,84,2025-01-04 15:17:55,Completed,UPI,3846.07
335,571,66,2025-09-02 07:14:35,Pending,Cash,4167.75
336,113,84,2025-04-06 20:14:43,Cancelled,Cash,1717.0
337,190,42,2024-09-18 19:11:40,Returned,Net Banking,676.45
338,339,48,2025-12-15 19:04:14,Completed,UPI,2136.58
339,879,100,2026-05-12 17:13:20,Pending,Net Banking,1659.45
340,283,55,2025-12-09 19:52:45,Pending,Net Banking,1305.87
341,545,14,2024-10-16 15:41:06,Returned,Debit Card,1953.02
342,122,48,2025-03-05 22:54:20,Completed,UPI,354.91
343,342,9,2025-08-03 06:14:19,Completed,Debit Card,2772.48
344,886,12,2024-09-04 20:56:29,Returned,Cash,1593.89
345,319,41,2024-07-10 19:30:34,Returned,UPI,141.6
346,516,81,2026-03-09 11:40:20,Cancelled,UPI,3337.98
347,2,40,2025-04-15 21:36:43,Pending,Cash,1503.21
348,999,93,2025-09-22 05:55:27,Pending,Debit Card,3191.04
349,813,83,2024-10-31 21:10:15,Cancelled,Net Banking,1393.2
350,338,88,2024-10-10 10:43:54,Pending,Debit Card,3355.49
351,668,72,2025-08-16 17:28:24,Cancelled,Debit Card,4542.22
352,893,47,2025-09-05 03:49:28,Returned,Debit Card,3745.52
353,205,87,2025-10-14 08:34:35,Cancelled,Credit Card,2481.48
354,764,69,2024-11-28 13:48:20,Completed,Cash,4175.14
355,390,3,2025-06-29 12:21:39,Cancelled,Net Banking,4712.01
356,484,42,2024-12-14 14:20:12,Pending,Debit Card,4913.67
357,747,62,2024-06-23 02:33:11,Cancelled,Cash,495.26
358,95,34,2025-12-28 06:53:30,Completed,Cash,474.55
359,1,24,2026-03-31 20:47:15,Cancelled,Debit Card,2835.38
360,382,95,2025-10-12 09:06:49,Returned,Debit Card,1261.53
361,712,100,2026-05-02 00:51:45,Returned,Credit Card,2957.29
362,414,35,2025-02-14 18:46:33,Pending,UPI,2312.26
363,405,47,2024-10-17 23:12:32,Cancelled,UPI,4164.09
364,274,9,2024-09-11 19:58:07,Pending,Net Banking,423.59
365,590,3,2024-07-27 03:17:25,Returned,UPI,1862.99
366,294,21,2024-06-30 19:51:46,Cancelled,Credit Card,866.29
367,149,93,2024-07-28 07:14:52,Pending,Debit Card,713.13
368,223,50,2025-12-03 12:49:03,Completed,Credit Card,3181.27
369,322,86,2025-10-18 05:26:08,Cancelled,UPI,240.13
370,280,86,2026-05-05 20:53:01,Completed,Credit Card,4194.47
371,233,19,2024-06-29 01:22:00,Returned,Debit Card,184.41
372,697,66,2025-06-05 23:50:23,Cancelled,UPI,4167.91
373,202,42,2024-06-27 23:25:18,Completed,Net Banking,4215.81
374,715,41,2024-08-06 09:01:41,Pending,Credit Card,3543.83
375,505,88,2026-03-19 13:55:41,Returned,Credit Card,3696.22
376,22,50,2024-06-30 00:12:02,Cancelled,Cash,572.84
377,713,33,2025-08-03 15:34:19,Returned,Credit Card,4161.25
378,573,95,2025-10-30 07:43:02,Returned,Cash,1495.03
379,264,99,2026-04-29 14:27:48,Returned,Net Banking,514.54
380,432,8,2024-12-17 14:52:02,Returned,Net Banking,4511.46
381,859,33,2025-06-30 02:17:49,Pending,UPI,4318.42
382,523,86,2024-08-11 09:32:50,Cancelled,Credit Card,4749.27
383,191,89,2024-09-11 09:49:35,Pending,UPI,2238.27
384,637,67,2025-10-22 22:27:57,Completed,UPI,198.27
385,314,34,2024-07-25 04:46:59,Cancelled,UPI,2874.91
386,192,25,2024-09-13 12:53:28,Returned,Debit Card,4546.7
387,101,53,2025-06-10 23:06:31,Pending,Net Banking,3947.37
388,360,54,2024-10-16 06:58:00,Completed,Credit Card,3109.26
389,745,46,2024-05-31 03:14:28,Pending,Debit Card,1158.26
390,676,49,2025-11-11 05:30:49,Pending,Net Banking,2008.28
391,192,79,2025-11-24 11:26:51,Returned,Credit Card,1643.14
392,645,20,2025-10-09 07:13:30,Completed,Credit Card,1992.21
393,236,35,2025-03-24 05:42:37,Returned,Credit Card,1229.68
394,396,22,2024-11-06 19:30:02,Returned,Credit Card,1166.57
395,218,35,2025-11-09 12:35:25,Returned,UPI,2587.9
396,792,59,2025-05-29 21:09:36,Cancelled,Net Banking,4759.3
397,224,30,2024-07-31 08:44:09,Cancelled,UPI,2587.73
398,284,47,2026-01-09 04:14:51,Completed,Net Banking,434.96
399,681,6,2026-01-17 21:17:59,Cancelled,Credit Card,4292.63
400,545,98,2025-11-01 08:21:43,Returned,Debit Card,1295.34
401,807,34,2026-04-16 23:18:37,Pending,UPI,3059.87
402,787,34,2024-09-09 02:07:29,Cancelled,Cash,737.41
403,1000,12,2024-11-22 16:04:24,Pending,Cash,4469.32
404,412,56,2025-07-25 08:15:46,Completed,Debit Card,4435.43
405,147,76,2025-09-30 06:43:18,Returned,Cash,2179.0
406,917,62,2026-05-13 18:39:48,Returned,Debit Card,154.5
407,315,53,2025-04-07 21:07:57,Returned,Credit Card,2448.5
408,278,69,2025-10-28 06:40:57,Pending,Debit Card,855.37
409,801,51,2024-11-22 08:29:34,Completed,Debit Card,3186.97
410,428,61,2025-11-18 14:44:40,Cancelled,Cash,4387.43
411,229,37,2024-08-06 08:38:20,Pending,Debit Card,2101.03
412,824,45,2025-02-07 10:13:45,Returned,Net Banking,3591.33
413,677,57,2024-09-09 07:29:48,Pending,Cash,1686.94
414,740,10,2025-09-20 16:24:42,Cancelled,Debit Card,355.27
415,360,82,2025-02-06 23:11:32,Completed,Cash,2816.21
